location_key,city,state_abbreviation,state_fips,zip_code,ruca_code,ruca_description,country
18810,St Louis,MO,29,63121,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18811,Norfolk,VA,51,23508,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18812,Scott Afb,IL,17,62225,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18813,Inglewood,CA,06,90302,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18814,Utica,KY,21,42376,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18815,Stanton,CA,06,90680,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18816,Palm Bay,FL,12,32908,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18817,Salt Lake City,UT,49,84104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18818,Compton,CA,06,90221,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18819,Volborg,MT,30,59351,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18820,Tieton,WA,53,98947,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18821,Paulina,LA,22,70763,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18822,Rosenberg,TX,48,77469,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18823,Tenants Harbor,ME,23,04860,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18824,Olathe,KS,20,66215,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18825,Asbury,NJ,34,08802,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18826,Watonga,OK,40,73772,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
18827,Bascom,OH,39,44809,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
18828,New Westminster,ZZ,9E,V3E0G,,,CA
18829,Tacoma,WA,53,98445,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18830,Kansasville,WI,55,53139,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
18831,Granger,WA,53,98932,6.0,"Micropolitan low commuting: primary flow 10% to <30% to a urban cluster of 10,000 to 49,999",US
18832,South Chesterfield,VA,51,23803,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18833,Port St. Lucie,FL,12,34987,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18834,Jasonville,IN,18,47438,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18835,Cantonment,FL,12,32533,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18836,Altoona,AL,01,35952,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
18837,West Columbia,TX,48,77486,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18838,Redgranite,WI,55,54970,9.0,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",US
18839,Baltimore,MD,24,21214,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18840,Centerville,TX,48,75833,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18841,Chesaning,MI,26,48616,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18842,Condado,PR,72,00907,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18843,Hatteras,NC,37,27943,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18844,Ft Sam Houston,TX,48,78234,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18845,Strong,ME,23,04983,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18846,Knoxville,TN,47,37871,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18847,Milwaukee,WI,55,53235,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18848,Grover,MO,29,63040,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18849,Fancy Gap,VA,51,24328,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18850,Garden City,SC,45,29576,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18851,St Clairsvillle,OH,39,43950,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18852,Whittier,NC,37,28789,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
18853,Wilkes-Barre,PA,42,18764,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18854,Olathe,CO,08,81425,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
18855,Santurce,PR,72,00907,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18856,Yorktown,VA,51,23690,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18857,Miami,FL,12,33016,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18858,Oneida,IL,17,61467,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
18859,Neffs,OH,39,43940,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18860,Carefree,AZ,04,85331,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18861,Edmonton,KY,21,42129,10.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
18862,St Louis,MO,29,63118,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18863,Lockport,IL,17,60491,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18864,Yalesville,CT,09,06492,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18865,Churchton,MD,24,20733,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18866,Kansas City,MO,29,64123,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18867,Ellenton,FL,12,34222,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18868,Hutchins,TX,48,75141,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18869,Far Rockaway,NY,36,11692,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18870,"Cedar Springs,",MI,26,49319,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18871,Spencer,NY,36,14883,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18872,Mccall,ID,16,83686,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US
18873,Lorena,TX,48,76655,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18874,Clifton,NJ,34,07014,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18875,Woodstock,VT,50,05091,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18876,St Cloud,MN,27,56301,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18877,Jamaica,NY,36,11425,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18878,West University Place,TX,48,77005,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18879,Cream Ridge,NJ,34,08514,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18880,Indpls,IN,18,46237,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18881,Akron,CO,08,80720,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18882,Aiken,SC,45,20596,,,US
18883,Currituck,NC,37,27929,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18884,Comanche,TX,48,76442,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
18885,Bassett,NE,31,68714,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18886,Miami,FL,12,33189,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18887,Bridgport,WV,54,26330,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
18888,"Farmington, Mo",MO,29,63640,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
18889,Topock,AZ,04,86436,8.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
18890,Dannemora,NY,36,12929,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
18891,So Lake Tahoe,CA,06,96158,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
18892,Noth Attleboro,MA,25,02760,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18893,Valley Forge,PA,42,19482,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18894,Mahtomedi,MN,27,55115,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18895,Prospect Park,PA,42,19076,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18896,Villalba,PR,72,00766,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18897,Covina,CA,06,91792,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18898,"Arlington,",VA,51,22207,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18899,Marblehead,OH,39,43440,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
18900,St Joseph,MO,29,64507,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18901,Harrison City,PA,42,15636,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18902,Sunman,IN,18,47041,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
18903,Tellico Plains,TN,47,37385,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18904,Bozrah,CT,09,06334,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18905,Prague,OK,40,74864,6.0,"Micropolitan low commuting: primary flow 10% to <30% to a urban cluster of 10,000 to 49,999",US
18906,Seagraves,TX,48,79359,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18907,Berkeley,CA,06,94707,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18908,Milton,FL,12,32571,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18909,Ashford,AL,01,36312,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18910,Lyme,NH,33,03768,10.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
18911,Brookfield,WI,55,53072,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18912,Andover,IA,19,52701,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
18913,Canton,MA,25,02120,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18914,Murfressboro,TN,47,37130,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US
18915,Mohnton,PA,42,19540,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18916,Ballston Lake,NY,36,12018,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18917,Mott,ND,38,57646,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18918,Gulfport,MS,28,39502,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18919,Valdese,NC,37,28671,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18920,Kimball,SD,46,57355,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18921,Dewey,OK,40,74029,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
18922,Jericho,VT,50,05465,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18923,St Charles,MO,29,63303,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18924,Scott City,MO,29,63780,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18925,Cornell,WI,55,54732,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18926,Palisade,CO,08,81526,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18927,Oka Tamuning,GU,66,96913,99.0,Unknown,US
18928,New Berlin,NY,36,13411,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18929,West Readiing,PA,42,19611,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18930,Hanover Twp,PA,42,18706,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18931,California,PA,42,15419,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US
18932,Lovington,IL,17,61937,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18933,N Versailles,PA,42,15137,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18934,Hamler,OH,39,43524,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18935,Markleville,IN,18,46056,2.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US
18936,Tucson,AZ,04,85658,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18937,Harrisonburg,LA,22,71340,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18938,Lone Rock,WI,55,53556,9.0,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",US
18939,Tutwiler,MS,28,38953,9.0,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",US
18940,Athens,WI,55,54411,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18941,Plant City,FL,12,33567,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18942,Boaz,AL,01,35956,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
18943,Granite Falls,MN,27,56241,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
18944,Topeka,KS,20,66608,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18945,Little Canada,MN,27,55113,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18946,Niagra Falls,NY,36,14301,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18947,Stronghurst,IL,17,61480,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
18948,Beavercreek Township,OH,39,45431,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18949,Sterling,KS,20,67579,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18950,Prescott,AZ,04,86304,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18951,Felton,DE,10,19943,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18952,Baltimore,OH,39,43105,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18953,Glencoe,AR,05,72539,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18954,Lyles,TN,47,37098,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18955,Fort Bliss,TX,48,79918,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18956,Amboy,IL,17,61310,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18957,New York City,NY,36,10003,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18958,Gibbon,NE,31,68840,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
18959,Orbisonia,PA,42,17243,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
18960,Blue River,OR,41,97413,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18961,Annandale,MN,27,55302,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
18962,Detroit,MI,26,48212,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18963,Breckenridge,MN,27,56520,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
18964,Powell,TN,47,37871,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18965,Lebnon,NH,33,03756,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
18966,West Milwaukee,WI,55,53215,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18967,New Haven,WV,54,25265,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
18968,Humphrey,NE,31,68642,10.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
18969,Hollandale,MS,28,38748,7.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
18970,Mill Neck,NY,36,11765,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18971,Silver Cliff,WI,55,54104,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18972,Montgomery,AL,01,36105,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18973,Salem,MA,25,97301,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18974,Blacksburg,SC,45,29702,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
18975,Evansotn,IL,17,60201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18976,Whitewright,TX,48,75491,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18977,Ft. Worth,TX,48,76244,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18978,Phiadelphia,PA,42,19104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18979,Glenwood,AR,05,71943,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18980,Pocasset,MA,25,02559,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18981,Olla,LA,22,71465,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
18982,New Carrollton,MD,24,20784,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18983,"Houston, Tx",TX,48,77030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18984,Youngstown,OH,39,44503,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18985,Charenton,LA,22,70523,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
18986,Rector,AR,05,72461,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
18987,Walnut Hills,OH,39,45206,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18988,Fort Worth,TX,48,76118,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18989,Phila,PA,42,19116,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18990,Missoula,MT,30,59812,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18991,Middleton,TN,47,38052,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
18992,Charleston,WV,54,25306,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18993,Agoura,CA,06,91301,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18994,Cropwell,AL,01,35054,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18995,Crystal,MN,27,55369,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18996,Beacon Falls,CT,09,06403,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
18997,Lopez Island,WA,53,98261,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
18998,Logan,IA,19,51546,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
18999,Kouts,IN,18,46347,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19000,War,WV,54,24892,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19001,Worcesster,MA,25,01610,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19002,Georgetown,CA,06,95634,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19003,Arnold,PA,42,15068,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19004,Sherrodsville,OH,39,44675,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19005,Lamar,SC,45,29069,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19006,Ramey,PA,42,16671,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
19007,Elcho,WI,55,54428,8.0,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",US
19008,Cottondale,FL,12,32431,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
19009,Marietta,GA,13,30008,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19010,Greenwood,FL,12,32443,8.0,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",US
19011,Rosamond,CA,06,93560,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
19012,Eva,AL,01,35621,6.0,"Micropolitan low commuting: primary flow 10% to <30% to a urban cluster of 10,000 to 49,999",US
19013,Colorado Spings,CO,08,80907,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19014,John C Stennis Space Center,MS,28,39529,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19015,Springvale,ME,23,04083,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
19016,Sutherland,IA,19,51058,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
19017,Huntsville,TX,48,77320,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
19018,Peninsula,OH,39,44264,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19019,Deer,AR,05,72628,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
19020,Orlando,FL,12,32816,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19021,Inverness,MS,28,38753,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
19022,Fort Polk South,LA,22,71459,8.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
19023,Henderson,XX,9D,89052,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19024,Cincinnati,OH,39,45223,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19025,Bradford,AR,05,72020,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
19026,Lamar,AR,05,72846,8.0,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",US
19027,"Dover, De",DE,10,19901,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19028,Upperville,VA,51,20184,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19029,Griswold,CT,09,06351,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19030,Merriville,IN,18,46310,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19031,Camden,NY,36,13316,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
19032,Johns Creek,GA,13,30024,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19033,Lower Brule,SD,46,57548,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
19034,Poncha Springs,CO,08,81242,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
19035,Ogallah,KS,20,67656,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
19036,Brighton,CO,08,80603,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19037,Westlake,FL,12,33470,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19038,Keatchie,LA,22,71046,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19039,Douglasville,PA,42,19518,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19040,Westminster,VT,50,05158,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
19041,Lexington,TX,48,78947,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19042,Equality,AL,01,36026,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
19043,Los Angeles,CA,06,90018,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19044,Tripp,SD,46,57376,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
19045,St. Augustine,FL,12,32084,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19046,Ded Ham,MA,25,02026,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19047,Evansville,IN,18,47722,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19048,Creve Coeur,IL,17,61610,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19049,Colorado Springs,CO,08,80908,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19050,Orion,IL,17,61273,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19051,Atlanta,GA,13,30368,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19052,Peak,SC,45,29122,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
19053,Ridge,NY,36,11961,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
19054,Pope Afb,NC,37,28308,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
